[2024-10-05T00:03:08.157+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-05T00:03:08.175+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-05T00:03:05.838797+00:00 [queued]>
[2024-10-05T00:03:08.184+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-05T00:03:05.838797+00:00 [queued]>
[2024-10-05T00:03:08.185+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-05T00:03:08.201+0000] {taskinstance.py:2888} INFO - Executing <Task(OperatorSiteB): kabum_tasks.Web_Extraction_kabum> on 2024-10-05 00:03:05.838797+00:00
[2024-10-05T00:03:08.205+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=5537) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-05T00:03:40.986+0000] {logging_mixin.py:190} INFO - R$ 1.854,88
[2024-10-05T00:03:40.986+0000] {logging_mixin.py:190} INFO - R$ 1.689,09
[2024-10-05T00:03:40.987+0000] {logging_mixin.py:190} INFO - R$ 2.900,00
[2024-10-05T00:03:40.988+0000] {logging_mixin.py:190} INFO - R$ 196,94
[2024-10-05T00:03:40.988+0000] {logging_mixin.py:190} INFO - R$ 1.849,83
[2024-10-05T00:03:40.989+0000] {logging_mixin.py:190} INFO - R$ 586,50
[2024-10-05T00:03:40.990+0000] {logging_mixin.py:190} INFO - R$ 2.339,91
[2024-10-05T00:03:40.990+0000] {logging_mixin.py:190} INFO - R$ 932,39
[2024-10-05T00:03:40.991+0000] {logging_mixin.py:190} INFO - R$ 389,90
[2024-10-05T00:03:40.991+0000] {logging_mixin.py:190} INFO - R$ 217,18
[2024-10-05T00:03:40.992+0000] {logging_mixin.py:190} INFO - R$ 379,00
[2024-10-05T00:03:40.992+0000] {logging_mixin.py:190} INFO - R$ 1.158,93
[2024-10-05T00:03:40.993+0000] {logging_mixin.py:190} INFO - R$ 1.470,21
[2024-10-05T00:03:40.994+0000] {logging_mixin.py:190} INFO - R$ 298,00
[2024-10-05T00:03:40.994+0000] {logging_mixin.py:190} INFO - R$ 1.479,47
[2024-10-05T00:03:40.995+0000] {logging_mixin.py:190} INFO - R$ 694,92
[2024-10-05T00:03:40.996+0000] {logging_mixin.py:190} INFO - R$ 3.511,88
[2024-10-05T00:03:40.996+0000] {logging_mixin.py:190} INFO - R$ 209,99
[2024-10-05T00:03:40.997+0000] {logging_mixin.py:190} INFO - R$ 488,92
[2024-10-05T00:03:40.997+0000] {logging_mixin.py:190} INFO - R$ 899,90
[2024-10-05T00:03:40.998+0000] {logging_mixin.py:190} INFO - R$ 369,99
[2024-10-05T00:03:40.999+0000] {logging_mixin.py:190} INFO - R$ 769,00
[2024-10-05T00:03:40.999+0000] {logging_mixin.py:190} INFO - R$ 1.353,24
[2024-10-05T00:03:41.000+0000] {logging_mixin.py:190} INFO - R$ 1.528,45
[2024-10-05T00:03:50.884+0000] {logging_mixin.py:190} INFO - R$ 1.048,22
[2024-10-05T00:03:50.885+0000] {logging_mixin.py:190} INFO - R$ 466,46
[2024-10-05T00:03:50.885+0000] {logging_mixin.py:190} INFO - R$ 676,19
[2024-10-05T00:03:50.886+0000] {logging_mixin.py:190} INFO - R$ 475,00
[2024-10-05T00:03:50.887+0000] {logging_mixin.py:190} INFO - R$ 1.832,27
[2024-10-05T00:03:50.888+0000] {logging_mixin.py:190} INFO - R$ 1.921,29
[2024-10-05T00:03:50.888+0000] {logging_mixin.py:190} INFO - R$ 838,00
[2024-10-05T00:03:50.889+0000] {logging_mixin.py:190} INFO - R$ 410,38
[2024-10-05T00:03:50.890+0000] {logging_mixin.py:190} INFO - R$ 558,00
[2024-10-05T00:03:50.890+0000] {logging_mixin.py:190} INFO - R$ 1.190,21
[2024-10-05T00:03:50.891+0000] {logging_mixin.py:190} INFO - R$ 891,79
[2024-10-05T00:03:50.892+0000] {logging_mixin.py:190} INFO - R$ 899,95
[2024-10-05T00:03:50.892+0000] {logging_mixin.py:190} INFO - R$ 2.565,29
[2024-10-05T00:03:50.893+0000] {logging_mixin.py:190} INFO - R$ 6.153,15
[2024-10-05T00:03:50.894+0000] {logging_mixin.py:190} INFO - R$ 2.018,11
[2024-10-05T00:03:50.895+0000] {logging_mixin.py:190} INFO - R$ 455,00
[2024-10-05T00:03:50.896+0000] {logging_mixin.py:190} INFO - R$ 468,97
[2024-10-05T00:03:50.897+0000] {logging_mixin.py:190} INFO - R$ 1.322,99
[2024-10-05T00:03:50.897+0000] {logging_mixin.py:190} INFO - R$ 250,00
[2024-10-05T00:03:50.898+0000] {logging_mixin.py:190} INFO - R$ 499,00
[2024-10-05T00:03:50.899+0000] {logging_mixin.py:190} INFO - R$ 1.055,76
[2024-10-05T00:03:50.899+0000] {logging_mixin.py:190} INFO - R$ 440,32
[2024-10-05T00:03:50.900+0000] {logging_mixin.py:190} INFO - R$ 1.349,90
[2024-10-05T00:03:50.901+0000] {logging_mixin.py:190} INFO - R$ 2.749,41
[2024-10-05T00:03:50.901+0000] {logging_mixin.py:190} INFO - R$ 7.028,29
[2024-10-05T00:03:50.902+0000] {logging_mixin.py:190} INFO - R$ 669,81
[2024-10-05T00:03:50.903+0000] {logging_mixin.py:190} INFO - R$ 782,51
[2024-10-05T00:03:50.903+0000] {logging_mixin.py:190} INFO - R$ 2.096,11
[2024-10-05T00:03:50.904+0000] {logging_mixin.py:190} INFO - R$ 1.232,09
[2024-10-05T00:03:50.905+0000] {logging_mixin.py:190} INFO - R$ 2.149,07
[2024-10-05T00:03:50.905+0000] {logging_mixin.py:190} INFO - R$ 2.544,00
[2024-10-05T00:03:50.906+0000] {logging_mixin.py:190} INFO - R$ 1.578,17
[2024-10-05T00:03:50.907+0000] {logging_mixin.py:190} INFO - R$ 306,84
[2024-10-05T00:03:50.907+0000] {logging_mixin.py:190} INFO - R$ 1.303,80
[2024-10-05T00:03:50.908+0000] {logging_mixin.py:190} INFO - R$ 1.442,81
[2024-10-05T00:03:50.909+0000] {logging_mixin.py:190} INFO - R$ 1.048,70
[2024-10-05T00:03:50.909+0000] {logging_mixin.py:190} INFO - R$ 234,44
[2024-10-05T00:03:50.910+0000] {logging_mixin.py:190} INFO - R$ 657,99
[2024-10-05T00:03:50.911+0000] {logging_mixin.py:190} INFO - R$ 2.835,89
[2024-10-05T00:03:50.911+0000] {logging_mixin.py:190} INFO - R$ 808,90
[2024-10-05T00:03:50.912+0000] {logging_mixin.py:190} INFO - R$ 135,00
[2024-10-05T00:03:50.912+0000] {logging_mixin.py:190} INFO - R$ 2.244,63
[2024-10-05T00:03:50.913+0000] {logging_mixin.py:190} INFO - R$ 2.899,99
[2024-10-05T00:03:50.914+0000] {logging_mixin.py:190} INFO - R$ 754,00
[2024-10-05T00:03:50.914+0000] {logging_mixin.py:190} INFO - R$ 1.547,06
[2024-10-05T00:03:50.915+0000] {logging_mixin.py:190} INFO - R$ 619,38
[2024-10-05T00:03:50.916+0000] {logging_mixin.py:190} INFO - R$ 2.219,25
[2024-10-05T00:03:50.916+0000] {logging_mixin.py:190} INFO - R$ 265,20
[2024-10-05T00:03:50.917+0000] {logging_mixin.py:190} INFO - R$ 2.194,81
[2024-10-05T00:03:50.917+0000] {logging_mixin.py:190} INFO - R$ 3.568,67
[2024-10-05T00:03:50.918+0000] {logging_mixin.py:190} INFO - R$ 325,04
[2024-10-05T00:03:50.919+0000] {logging_mixin.py:190} INFO - R$ 647,10
[2024-10-05T00:03:50.919+0000] {logging_mixin.py:190} INFO - R$ 2.244,80
[2024-10-05T00:03:50.920+0000] {logging_mixin.py:190} INFO - R$ 699,00
[2024-10-05T00:03:50.921+0000] {logging_mixin.py:190} INFO - R$ 3.822,89
[2024-10-05T00:03:50.921+0000] {logging_mixin.py:190} INFO - R$ 410,38
[2024-10-05T00:03:50.922+0000] {logging_mixin.py:190} INFO - R$ 2.075,54
[2024-10-05T00:03:50.922+0000] {logging_mixin.py:190} INFO - R$ 499,80
[2024-10-05T00:03:50.923+0000] {logging_mixin.py:190} INFO - R$ 530,07
[2024-10-05T00:03:50.923+0000] {logging_mixin.py:190} INFO - R$ 888,21
[2024-10-05T00:03:50.924+0000] {logging_mixin.py:190} INFO - R$ 2.478,69
[2024-10-05T00:03:50.925+0000] {logging_mixin.py:190} INFO - R$ 875,99
[2024-10-05T00:03:50.925+0000] {logging_mixin.py:190} INFO - R$ 489,16
[2024-10-05T00:03:50.926+0000] {logging_mixin.py:190} INFO - R$ 279,00
[2024-10-05T00:03:50.927+0000] {logging_mixin.py:190} INFO - R$ 840,80
[2024-10-05T00:03:50.927+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-05T00:03:50.928+0000] {logging_mixin.py:190} INFO - R$ 2.148,67
[2024-10-05T00:03:50.929+0000] {logging_mixin.py:190} INFO - R$ 2.664,61
[2024-10-05T00:03:50.929+0000] {logging_mixin.py:190} INFO - R$ 990,04
[2024-10-05T00:03:50.930+0000] {logging_mixin.py:190} INFO - R$ 549,90
[2024-10-05T00:03:50.931+0000] {logging_mixin.py:190} INFO - R$ 498,00
[2024-10-05T00:03:50.931+0000] {logging_mixin.py:190} INFO - R$ 639,99
[2024-10-05T00:03:50.932+0000] {logging_mixin.py:190} INFO - R$ 3.086,99
[2024-10-05T00:03:50.932+0000] {logging_mixin.py:190} INFO - R$ 3.187,88
[2024-10-05T00:03:50.933+0000] {logging_mixin.py:190} INFO - R$ 204,14
[2024-10-05T00:03:50.934+0000] {logging_mixin.py:190} INFO - R$ 2.035,01
[2024-10-05T00:03:50.934+0000] {logging_mixin.py:190} INFO - R$ 989,00
[2024-10-05T00:03:50.935+0000] {logging_mixin.py:190} INFO - R$ 5.688,72
[2024-10-05T00:03:50.936+0000] {logging_mixin.py:190} INFO - R$ 3.667,80
[2024-10-05T00:03:50.936+0000] {logging_mixin.py:190} INFO - R$ 284,24
[2024-10-05T00:03:50.937+0000] {logging_mixin.py:190} INFO - R$ 1.940,07
[2024-10-05T00:03:50.937+0000] {logging_mixin.py:190} INFO - R$ 939,95
[2024-10-05T00:03:50.938+0000] {logging_mixin.py:190} INFO - R$ 2.849,00
[2024-10-05T00:03:50.938+0000] {logging_mixin.py:190} INFO - R$ 722,58
[2024-10-05T00:03:50.939+0000] {logging_mixin.py:190} INFO - R$ 5.990,00
[2024-10-05T00:03:50.939+0000] {logging_mixin.py:190} INFO - R$ 745,00
[2024-10-05T00:03:50.940+0000] {logging_mixin.py:190} INFO - R$ 234,91
[2024-10-05T00:03:50.941+0000] {logging_mixin.py:190} INFO - R$ 1.103,38
[2024-10-05T00:03:50.941+0000] {logging_mixin.py:190} INFO - R$ 522,55
[2024-10-05T00:03:50.942+0000] {logging_mixin.py:190} INFO - R$ 594,56
[2024-10-05T00:03:50.942+0000] {logging_mixin.py:190} INFO - R$ 675,17
[2024-10-05T00:03:50.943+0000] {logging_mixin.py:190} INFO - R$ 3.399,00
[2024-10-05T00:03:50.944+0000] {logging_mixin.py:190} INFO - R$ 1.726,69
[2024-10-05T00:03:50.944+0000] {logging_mixin.py:190} INFO - R$ 779,99
[2024-10-05T00:03:50.945+0000] {logging_mixin.py:190} INFO - R$ 4.508,91
[2024-10-05T00:03:50.945+0000] {logging_mixin.py:190} INFO - R$ 1.935,81
[2024-10-05T00:03:50.946+0000] {logging_mixin.py:190} INFO - R$ 690,00
[2024-10-05T00:03:50.946+0000] {logging_mixin.py:190} INFO - R$ 845,12
[2024-10-05T00:03:50.947+0000] {logging_mixin.py:190} INFO - R$ 929,90
[2024-10-05T00:03:50.948+0000] {logging_mixin.py:190} INFO - R$ 459,90
[2024-10-05T00:04:00.525+0000] {logging_mixin.py:190} INFO - R$ 285,81
[2024-10-05T00:04:00.526+0000] {logging_mixin.py:190} INFO - R$ 1.139,90
[2024-10-05T00:04:00.526+0000] {logging_mixin.py:190} INFO - R$ 2.897,93
[2024-10-05T00:04:00.527+0000] {logging_mixin.py:190} INFO - R$ 232,75
[2024-10-05T00:04:00.528+0000] {logging_mixin.py:190} INFO - R$ 2.159,90
[2024-10-05T00:04:00.528+0000] {logging_mixin.py:190} INFO - R$ 1.795,80
[2024-10-05T00:04:00.529+0000] {logging_mixin.py:190} INFO - R$ 800,67
[2024-10-05T00:04:00.530+0000] {logging_mixin.py:190} INFO - R$ 11.089,19
[2024-10-05T00:04:00.530+0000] {logging_mixin.py:190} INFO - R$ 2.293,51
[2024-10-05T00:04:00.531+0000] {logging_mixin.py:190} INFO - R$ 499,20
[2024-10-05T00:04:00.532+0000] {logging_mixin.py:190} INFO - R$ 744,79
[2024-10-05T00:04:00.532+0000] {logging_mixin.py:190} INFO - R$ 3.700,21
[2024-10-05T00:04:00.533+0000] {logging_mixin.py:190} INFO - R$ 1.233,19
[2024-10-05T00:04:00.533+0000] {logging_mixin.py:190} INFO - R$ 4.326,21
[2024-10-05T00:04:00.534+0000] {logging_mixin.py:190} INFO - R$ 2.343,33
[2024-10-05T00:04:00.535+0000] {logging_mixin.py:190} INFO - R$ 649,00
[2024-10-05T00:04:00.536+0000] {logging_mixin.py:190} INFO - R$ 1.787,79
[2024-10-05T00:04:00.536+0000] {logging_mixin.py:190} INFO - R$ 1.910,99
[2024-10-05T00:04:00.537+0000] {logging_mixin.py:190} INFO - R$ 498,75
[2024-10-05T00:04:00.538+0000] {logging_mixin.py:190} INFO - R$ 631,10
[2024-10-05T00:04:00.538+0000] {logging_mixin.py:190} INFO - R$ 1.356,33
[2024-10-05T00:04:00.539+0000] {logging_mixin.py:190} INFO - R$ 1.406,15
[2024-10-05T00:04:00.539+0000] {logging_mixin.py:190} INFO - R$ 2.755,06
[2024-10-05T00:04:00.540+0000] {logging_mixin.py:190} INFO - R$ 198,55
[2024-10-05T00:04:00.541+0000] {logging_mixin.py:190} INFO - R$ 666,39
[2024-10-05T00:04:00.541+0000] {logging_mixin.py:190} INFO - R$ 1.832,91
[2024-10-05T00:04:00.542+0000] {logging_mixin.py:190} INFO - R$ 1.137,75
[2024-10-05T00:04:00.543+0000] {logging_mixin.py:190} INFO - R$ 3.929,90
[2024-10-05T00:04:00.543+0000] {logging_mixin.py:190} INFO - R$ 609,95
[2024-10-05T00:04:00.544+0000] {logging_mixin.py:190} INFO - R$ 537,34
[2024-10-05T00:04:00.544+0000] {logging_mixin.py:190} INFO - R$ 783,99
[2024-10-05T00:04:00.545+0000] {logging_mixin.py:190} INFO - R$ 295,00
[2024-10-05T00:04:00.546+0000] {logging_mixin.py:190} INFO - R$ 266,00
[2024-10-05T00:04:00.546+0000] {logging_mixin.py:190} INFO - R$ 8.597,48
[2024-10-05T00:04:00.547+0000] {logging_mixin.py:190} INFO - R$ 992,10
[2024-10-05T00:04:00.548+0000] {logging_mixin.py:190} INFO - R$ 1.869,15
[2024-10-05T00:04:00.548+0000] {logging_mixin.py:190} INFO - R$ 721,50
[2024-10-05T00:04:00.549+0000] {logging_mixin.py:190} INFO - R$ 1.055,53
[2024-10-05T00:04:00.549+0000] {logging_mixin.py:190} INFO - R$ 2.256,85
[2024-10-05T00:04:00.550+0000] {logging_mixin.py:190} INFO - R$ 1.250,00
[2024-10-05T00:04:00.551+0000] {logging_mixin.py:190} INFO - R$ 435,00
[2024-10-05T00:04:00.552+0000] {logging_mixin.py:190} INFO - R$ 4.759,13
[2024-10-05T00:04:00.552+0000] {logging_mixin.py:190} INFO - R$ 274,99
[2024-10-05T00:04:00.553+0000] {logging_mixin.py:190} INFO - R$ 499,99
[2024-10-05T00:04:00.554+0000] {logging_mixin.py:190} INFO - R$ 239,90
[2024-10-05T00:04:00.555+0000] {logging_mixin.py:190} INFO - R$ 239,92
[2024-10-05T00:04:00.555+0000] {logging_mixin.py:190} INFO - R$ 600,00
[2024-10-05T00:04:00.556+0000] {logging_mixin.py:190} INFO - R$ 748,90
[2024-10-05T00:04:00.557+0000] {logging_mixin.py:190} INFO - R$ 1.832,70
[2024-10-05T00:04:00.558+0000] {logging_mixin.py:190} INFO - R$ 2.626,27
[2024-10-05T00:04:00.558+0000] {logging_mixin.py:190} INFO - R$ 169,90
[2024-10-05T00:04:00.559+0000] {logging_mixin.py:190} INFO - R$ 1.684,29
[2024-10-05T00:04:00.560+0000] {logging_mixin.py:190} INFO - R$ 1.842,20
[2024-10-05T00:04:00.560+0000] {logging_mixin.py:190} INFO - R$ 2.476,88
[2024-10-05T00:04:00.561+0000] {logging_mixin.py:190} INFO - R$ 2.391,19
[2024-10-05T00:04:00.562+0000] {logging_mixin.py:190} INFO - R$ 394,80
[2024-10-05T00:04:00.563+0000] {logging_mixin.py:190} INFO - R$ 1.701,31
[2024-10-05T00:04:00.563+0000] {logging_mixin.py:190} INFO - R$ 170,11
[2024-10-05T00:04:00.564+0000] {logging_mixin.py:190} INFO - R$ 1.313,10
[2024-10-05T00:04:00.565+0000] {logging_mixin.py:190} INFO - R$ 2.897,93
[2024-10-05T00:04:00.565+0000] {logging_mixin.py:190} INFO - R$ 981,52
[2024-10-05T00:04:00.566+0000] {logging_mixin.py:190} INFO - R$ 1.429,90
[2024-10-05T00:04:00.567+0000] {logging_mixin.py:190} INFO - R$ 379,99
[2024-10-05T00:04:00.567+0000] {logging_mixin.py:190} INFO - R$ 676,75
[2024-10-05T00:04:00.568+0000] {logging_mixin.py:190} INFO - R$ 2.162,99
[2024-10-05T00:04:00.569+0000] {logging_mixin.py:190} INFO - R$ 2.149,99
[2024-10-05T00:04:00.569+0000] {logging_mixin.py:190} INFO - R$ 9.370,77
[2024-10-05T00:04:00.570+0000] {logging_mixin.py:190} INFO - R$ 1.410,52
[2024-10-05T00:04:00.570+0000] {logging_mixin.py:190} INFO - R$ 1.674,99
[2024-10-05T00:04:00.571+0000] {logging_mixin.py:190} INFO - R$ 2.294,99
[2024-10-05T00:04:00.572+0000] {logging_mixin.py:190} INFO - R$ 588,00
[2024-10-05T00:04:00.572+0000] {logging_mixin.py:190} INFO - R$ 292,54
[2024-10-05T00:04:00.573+0000] {logging_mixin.py:190} INFO - R$ 2.759,00
[2024-10-05T00:04:00.573+0000] {logging_mixin.py:190} INFO - R$ 809,99
[2024-10-05T00:04:00.574+0000] {logging_mixin.py:190} INFO - R$ 1.209,99
[2024-10-05T00:04:00.574+0000] {logging_mixin.py:190} INFO - R$ 6.979,99
[2024-10-05T00:04:00.575+0000] {logging_mixin.py:190} INFO - R$ 539,51
[2024-10-05T00:04:00.575+0000] {logging_mixin.py:190} INFO - R$ 1.724,70
[2024-10-05T00:04:00.576+0000] {logging_mixin.py:190} INFO - R$ 2.024,99
[2024-10-05T00:04:00.576+0000] {logging_mixin.py:190} INFO - R$ 6.809,99
[2024-10-05T00:04:00.577+0000] {logging_mixin.py:190} INFO - R$ 1.329,99
[2024-10-05T00:04:00.577+0000] {logging_mixin.py:190} INFO - R$ 549,10
[2024-10-05T00:04:00.578+0000] {logging_mixin.py:190} INFO - R$ 2.999,00
[2024-10-05T00:04:00.579+0000] {logging_mixin.py:190} INFO - R$ 249,90
[2024-10-05T00:04:00.579+0000] {logging_mixin.py:190} INFO - R$ 292,54
[2024-10-05T00:04:00.580+0000] {logging_mixin.py:190} INFO - R$ 3.294,99
[2024-10-05T00:04:00.580+0000] {logging_mixin.py:190} INFO - R$ 3.083,11
[2024-10-05T00:04:00.581+0000] {logging_mixin.py:190} INFO - R$ 1.546,34
[2024-10-05T00:04:00.581+0000] {logging_mixin.py:190} INFO - R$ 3.990,00
[2024-10-05T00:04:00.582+0000] {logging_mixin.py:190} INFO - R$ 1.729,67
[2024-10-05T00:04:00.582+0000] {logging_mixin.py:190} INFO - R$ 790,00
[2024-10-05T00:04:00.583+0000] {logging_mixin.py:190} INFO - R$ 1.217,70
[2024-10-05T00:04:00.584+0000] {logging_mixin.py:190} INFO - R$ 1.154,03
[2024-10-05T00:04:00.585+0000] {logging_mixin.py:190} INFO - R$ 1.613,82
[2024-10-05T00:04:00.585+0000] {logging_mixin.py:190} INFO - R$ 2.159,00
[2024-10-05T00:04:00.586+0000] {logging_mixin.py:190} INFO - R$ 234,90
[2024-10-05T00:04:00.587+0000] {logging_mixin.py:190} INFO - R$ 690,00
[2024-10-05T00:04:00.587+0000] {logging_mixin.py:190} INFO - R$ 908,44
[2024-10-05T00:04:00.588+0000] {logging_mixin.py:190} INFO - R$ 799,99
[2024-10-05T00:04:00.589+0000] {logging_mixin.py:190} INFO - R$ 4.799,00
[2024-10-05T00:04:11.122+0000] {logging_mixin.py:190} INFO - R$ 1.398,99
[2024-10-05T00:04:11.123+0000] {logging_mixin.py:190} INFO - R$ 847,99
[2024-10-05T00:04:11.124+0000] {logging_mixin.py:190} INFO - R$ 1.199,99
[2024-10-05T00:04:11.125+0000] {logging_mixin.py:190} INFO - R$ 669,99
[2024-10-05T00:04:11.125+0000] {logging_mixin.py:190} INFO - R$ 998,99
[2024-10-05T00:04:11.126+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-05T00:04:11.126+0000] {logging_mixin.py:190} INFO - R$ 859,99
[2024-10-05T00:04:11.127+0000] {logging_mixin.py:190} INFO - R$ 398,99
[2024-10-05T00:04:11.128+0000] {logging_mixin.py:190} INFO - R$ 2.897,99
[2024-10-05T00:04:11.128+0000] {logging_mixin.py:190} INFO - R$ 1.159,99
[2024-10-05T00:04:11.129+0000] {logging_mixin.py:190} INFO - R$ 1.359,99
[2024-10-05T00:04:11.129+0000] {logging_mixin.py:190} INFO - R$ 569,99
[2024-10-05T00:04:11.130+0000] {logging_mixin.py:190} INFO - R$ 698,99
[2024-10-05T00:04:11.131+0000] {logging_mixin.py:190} INFO - R$ 1.099,98
[2024-10-05T00:04:11.131+0000] {logging_mixin.py:190} INFO - R$ 599,99
[2024-10-05T00:04:11.132+0000] {logging_mixin.py:190} INFO - R$ 600,69
[2024-10-05T00:04:11.133+0000] {logging_mixin.py:190} INFO - R$ 805,19
[2024-10-05T00:04:11.133+0000] {logging_mixin.py:190} INFO - R$ 1.448,99
[2024-10-05T00:04:11.134+0000] {logging_mixin.py:190} INFO - R$ 1.949,99
[2024-10-05T00:04:11.134+0000] {logging_mixin.py:190} INFO - R$ 2.899,99
[2024-10-05T00:04:11.135+0000] {logging_mixin.py:190} INFO - R$ 599,99
[2024-10-05T00:04:11.136+0000] {logging_mixin.py:190} INFO - R$ 1.798,99
[2024-10-05T00:04:11.136+0000] {logging_mixin.py:190} INFO - R$ 1.029,99
[2024-10-05T00:04:11.137+0000] {logging_mixin.py:190} INFO - R$ 899,99
[2024-10-05T00:04:11.137+0000] {logging_mixin.py:190} INFO - R$ 678,99
[2024-10-05T00:04:11.138+0000] {logging_mixin.py:190} INFO - R$ 2.599,99
[2024-10-05T00:04:11.139+0000] {logging_mixin.py:190} INFO - R$ 529,90
[2024-10-05T00:04:11.139+0000] {logging_mixin.py:190} INFO - R$ 1.507,99
[2024-10-05T00:04:11.140+0000] {logging_mixin.py:190} INFO - R$ 1.263,99
[2024-10-05T00:04:11.140+0000] {logging_mixin.py:190} INFO - R$ 2.949,90
[2024-10-05T00:04:11.141+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-05T00:04:11.142+0000] {logging_mixin.py:190} INFO - R$ 3.979,99
[2024-10-05T00:04:11.142+0000] {logging_mixin.py:190} INFO - R$ 1.248,99
[2024-10-05T00:04:11.143+0000] {logging_mixin.py:190} INFO - R$ 2.599,99
[2024-10-05T00:04:11.144+0000] {logging_mixin.py:190} INFO - R$ 823,80
[2024-10-05T00:04:11.144+0000] {logging_mixin.py:190} INFO - R$ 1.752,99
[2024-10-05T00:04:11.145+0000] {logging_mixin.py:190} INFO - R$ 449,99
[2024-10-05T00:04:11.145+0000] {logging_mixin.py:190} INFO - R$ 2.999,99
[2024-10-05T00:04:11.146+0000] {logging_mixin.py:190} INFO - R$ 1.097,99
[2024-10-05T00:04:11.147+0000] {logging_mixin.py:190} INFO - R$ 1.816,99
[2024-10-05T00:04:11.147+0000] {logging_mixin.py:190} INFO - R$ 899,99
[2024-10-05T00:04:11.148+0000] {logging_mixin.py:190} INFO - R$ 885,99
[2024-10-05T00:04:11.149+0000] {logging_mixin.py:190} INFO - R$ 2.199,99
[2024-10-05T00:04:11.149+0000] {logging_mixin.py:190} INFO - R$ 786,99
[2024-10-05T00:04:11.150+0000] {logging_mixin.py:190} INFO - R$ 783,62
[2024-10-05T00:04:11.150+0000] {logging_mixin.py:190} INFO - R$ 1.399,99
[2024-10-05T00:04:11.152+0000] {logging_mixin.py:190} INFO - R$ 1.590,90
[2024-10-05T00:04:11.153+0000] {logging_mixin.py:190} INFO - R$ 898,99
[2024-10-05T00:04:11.153+0000] {logging_mixin.py:190} INFO - R$ 1.499,99
[2024-10-05T00:04:11.154+0000] {logging_mixin.py:190} INFO - R$ 3.799,98
[2024-10-05T00:04:11.155+0000] {logging_mixin.py:190} INFO - R$ 2.299,99
[2024-10-05T00:04:11.155+0000] {logging_mixin.py:190} INFO - R$ 3.799,99
[2024-10-05T00:04:11.156+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-05T00:04:11.156+0000] {logging_mixin.py:190} INFO - R$ 1.149,99
[2024-10-05T00:04:11.157+0000] {logging_mixin.py:190} INFO - R$ 2.799,99
[2024-10-05T00:04:11.158+0000] {logging_mixin.py:190} INFO - R$ 1.649,99
[2024-10-05T00:04:11.158+0000] {logging_mixin.py:190} INFO - R$ 579,90
[2024-10-05T00:04:11.159+0000] {logging_mixin.py:190} INFO - R$ 954,30
[2024-10-05T00:04:11.159+0000] {logging_mixin.py:190} INFO - R$ 659,37
[2024-10-05T00:04:11.160+0000] {logging_mixin.py:190} INFO - R$ 989,90
[2024-10-05T00:04:11.161+0000] {logging_mixin.py:190} INFO - R$ 3.499,99
[2024-10-05T00:04:11.161+0000] {logging_mixin.py:190} INFO - R$ 449,99
[2024-10-05T00:04:11.162+0000] {logging_mixin.py:190} INFO - R$ 2.449,99
[2024-10-05T00:04:11.162+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-05T00:04:11.163+0000] {logging_mixin.py:190} INFO - R$ 1.191,62
[2024-10-05T00:04:11.164+0000] {logging_mixin.py:190} INFO - R$ 445,01
[2024-10-05T00:04:11.164+0000] {logging_mixin.py:190} INFO - R$ 1.008,87
[2024-10-05T00:04:11.165+0000] {logging_mixin.py:190} INFO - R$ 1.099,99
[2024-10-05T00:04:11.166+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-05T00:04:11.166+0000] {logging_mixin.py:190} INFO - R$ 1.899,99
[2024-10-05T00:04:11.167+0000] {logging_mixin.py:190} INFO - R$ 1.442,37
[2024-10-05T00:04:11.168+0000] {logging_mixin.py:190} INFO - R$ 1.459,90
[2024-10-05T00:04:11.168+0000] {logging_mixin.py:190} INFO - R$ 667,55
[2024-10-05T00:04:11.169+0000] {logging_mixin.py:190} INFO - R$ 4.899,00
[2024-10-05T00:04:11.170+0000] {logging_mixin.py:190} INFO - R$ 835,11
[2024-10-05T00:04:11.170+0000] {logging_mixin.py:190} INFO - R$ 329,90
[2024-10-05T00:04:11.171+0000] {logging_mixin.py:190} INFO - R$ 3.199,99
[2024-10-05T00:04:11.171+0000] {logging_mixin.py:190} INFO - R$ 185,03
[2024-10-05T00:04:11.172+0000] {logging_mixin.py:190} INFO - R$ 1.949,07
[2024-10-05T00:04:11.173+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-05T00:04:11.173+0000] {logging_mixin.py:190} INFO - R$ 158,72
